collected_file,original_path,source_root,sha256,size_bytes,identical_source_copy_count,duplicate_original_paths_json,vendor_part_numbers_observed,evidence_type,selection_reason_and_limitations,evidence_classification,source_status_note,collected_at_utc,context_branch,context_commit,branch_base_commit
MANUFACTURED_PART_DRAWING_REGISTER.csv,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\06_MANUFACTURING_AND_SERVICE\MANUFACTURED_PART_DRAWING_REGISTER.csv,C:\STINGRAY_CPD_FINAL_01,891a2741bd37c6efa6f6836616dcf1a27b6c9d19f75dcc570ad7c07425880abe,30606,3,"[""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\06_MANUFACTURING_AND_SERVICE\\MANUFACTURED_PART_DRAWING_REGISTER.csv"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\06_MANUFACTURING_AND_SERVICE\\MANUFACTURED_PART_DRAWING_REGISTER.csv""]",DC-4SS,CSV_PART_NUMBER_REGISTER,Manufactured-part drawing register specifically names DC-4SS retainer groove; drawings and fabrication remain unreleased.,CURRENT DEVELOPMENTAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
MATERIALS_AND_FINISHES_REGISTER.csv,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\03_BOM_AND_REGISTERS\MATERIALS_AND_FINISHES_REGISTER.csv,C:\STINGRAY_CPD_FINAL_01,ac567f3dd0502d6cfd0c4b908d9c164f4d29512b89729bdcbe88e32d49e9190d,44937,3,"[""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\03_BOM_AND_REGISTERS\\MATERIALS_AND_FINISHES_REGISTER.csv"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\03_BOM_AND_REGISTERS\\MATERIALS_AND_FINISHES_REGISTER.csv""]",81121; DC-4SS; GS-19-50-V4A-B8-B8; HBD-15-25-AA-P; HDP-3-8-A1; HTP-3-30-A1; SSCA-M3-8-A4-BL; SSCF-M3-10-A4; SSCL-M4-8-A4; V80040; V95000XXB,CSV_PART_NUMBER_REGISTER,Materials and finishes register names exact COTS identities and records material and finish requirements.,CURRENT DEVELOPMENTAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
PART_DEFINITION_MANIFEST.csv,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\02_PART_DEFINITIONS\PART_DEFINITION_MANIFEST.csv,C:\STINGRAY_CPD_FINAL_01,c501de20268257f65af4f69f83264c0f9e8cc5e88fd78a753f8bba5b621c4af5,151637,3,"[""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\02_PART_DEFINITIONS\\PART_DEFINITION_MANIFEST.csv"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\02_PART_DEFINITIONS\\PART_DEFINITION_MANIFEST.csv""]",81121; DC-4SS; GS-19-50-V4A-B8-B8; HBD-15-25-AA-P; HDP-3-8-A1; HTP-3-30-A1; SSCA-M3-8-A4-BL; SSCF-M3-10-A4; SSCL-M4-8-A4; V80040; V95000XXB,CSV_PART_NUMBER_REGISTER,"Part definition register names exact vendor part numbers and binds nominal dimensions, source classification and referenced artifacts; binaries not copied.",CURRENT DEVELOPMENTAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
PORT_TO_PORT_CONNECTION_TABLE.csv,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\04_INTERFACES\PORT_TO_PORT_CONNECTION_TABLE.csv,C:\STINGRAY_CPD_FINAL_01,0a340d15594d878cddc2da4aa58374e9d254cd7ef8e0817dab5c6479d8a92259,1593,3,"[""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\04_INTERFACES\\PORT_TO_PORT_CONNECTION_TABLE.csv"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\04_INTERFACES\\PORT_TO_PORT_CONNECTION_TABLE.csv""]",81121; V80040; V90113,CSV_PART_NUMBER_REGISTER,"Pressure interface register identifies Leland 81121, Hydro 1F and V80040 with thread and suffix gaps.",CURRENT DEVELOPMENTAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
PRESSURE_COMPONENT_RATINGS_MATRIX.csv,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\04_INTERFACES\PRESSURE_COMPONENT_RATINGS_MATRIX.csv,C:\STINGRAY_CPD_FINAL_01,8fa71300a696d620d4fd35e242e329960086ef66328df17ee35eaf06122b843f,935,3,"[""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\04_INTERFACES\\PRESSURE_COMPONENT_RATINGS_MATRIX.csv"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\04_INTERFACES\\PRESSURE_COMPONENT_RATINGS_MATRIX.csv""]",81121; V80040; V90113; V95000XXB; V95000xxB,CSV_PART_NUMBER_REGISTER,Pressure ratings register records Leland 81121 dimensions/thread and Hydro 1F family interfaces and explicit application evidence gaps.,CURRENT DEVELOPMENTAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
PROCUREMENT_REGISTER.csv,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\03_BOM_AND_REGISTERS\PROCUREMENT_REGISTER.csv,C:\STINGRAY_CPD_FINAL_01,6a5d50cb1689bc50e1ae5bf37712fb96d31b6e4de61a0184cc4453bd28355c40,21860,3,"[""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\03_BOM_AND_REGISTERS\\PROCUREMENT_REGISTER.csv"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\03_BOM_AND_REGISTERS\\PROCUREMENT_REGISTER.csv""]",81121; DC-4SS; GS-19-50-V4A-B8-B8; HBD-15-25-AA-P; HDP-3-8-A1; HTP-3-30-A1; SSCA-M3-8-A4-BL; SSCF-M3-10-A4; SSCL-M4-8-A4; V80040; V95000XXB; V95000xxB,CSV_PART_NUMBER_REGISTER,Procurement register records exact vendor identities and orderability/qualification limits; no purchase approval inferred.,CURRENT DEVELOPMENTAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
SOFTGOODS_ATTACHMENT_MAP.csv,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\03_BOM_AND_REGISTERS\SOURCE_PACKAGE05_REGISTERS\SOFTGOODS_ATTACHMENT_MAP.csv,C:\STINGRAY_CPD_FINAL_01,d13c860ddf17f62f31c5c85a53e63aa31d1ccc63ab3d69cd098d3765ee68878e,28313,3,"[""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\03_BOM_AND_REGISTERS\\SOURCE_PACKAGE05_REGISTERS\\SOFTGOODS_ATTACHMENT_MAP.csv"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\03_BOM_AND_REGISTERS\\SOURCE_PACKAGE05_REGISTERS\\SOFTGOODS_ATTACHMENT_MAP.csv""]",81121; V80040,CSV_PART_NUMBER_REGISTER,"Softgoods attachment register names Leland 81121 and V80040; hook-and-loop content documents modeled attachments, not measured opening loads.",CURRENT DEVELOPMENTAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
WP02_COTS_SOURCE_REGISTER.csv,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\11_BUILD_AND_REPRODUCIBILITY\rebuild_source\work\input\wp02\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\08_BOM_SOURCES_AND_MANUFACTURING\WP02_COTS_SOURCE_REGISTER.csv,C:\STINGRAY_CPD_FINAL_01,2e38dcff4f74895a3ffb7469e56269d0ed158bd0ad770edf6bf436c5af42de00,2005,3,"[""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\11_BUILD_AND_REPRODUCIBILITY\\rebuild_source\\work\\input\\wp02\\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\\08_BOM_SOURCES_AND_MANUFACTURING\\WP02_COTS_SOURCE_REGISTER.csv"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\11_BUILD_AND_REPRODUCIBILITY\\rebuild_source\\work\\input\\wp02\\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\\08_BOM_SOURCES_AND_MANUFACTURING\\WP02_COTS_SOURCE_REGISTER.csv""]",GS-19-50-V4A-B8-B8; HBD-15-25-AA-P; LHL 625D 12; VSM-6-S16-PA,CSV_PART_NUMBER_REGISTER,Historical WP02 vendor-source register names Lee Spring LHL 625D 12 and Smalley VSM-6-S16-PA with catalog specifications and source URLs.,HISTORICAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
WP02_ENGINEERING_BOM.csv,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\11_BUILD_AND_REPRODUCIBILITY\rebuild_source\work\input\wp02\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\08_BOM_SOURCES_AND_MANUFACTURING\WP02_ENGINEERING_BOM.csv,C:\STINGRAY_CPD_FINAL_01,6eb52f398e0cc16aaedc6eeb884cfea83ab4a7b6ad537c46cbdaf1a2ac7a277c,8453,3,"[""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\11_BUILD_AND_REPRODUCIBILITY\\rebuild_source\\work\\input\\wp02\\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\\08_BOM_SOURCES_AND_MANUFACTURING\\WP02_ENGINEERING_BOM.csv"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\11_BUILD_AND_REPRODUCIBILITY\\rebuild_source\\work\\input\\wp02\\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\\08_BOM_SOURCES_AND_MANUFACTURING\\WP02_ENGINEERING_BOM.csv""]",GS-19-50-V4A-B8-B8; HBD-15-25-AA-P; LHL 625D 12; LHL625D12; VSM-6-S16-PA,CSV_PART_NUMBER_REGISTER,"Historical WP02 BOM records Smalley VSM-6-S16-PA and Lee Spring LHL 625D 12 material, mass and procurement limitations.",HISTORICAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
WP02_MASS_PROPERTY_REGISTER.csv,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\11_BUILD_AND_REPRODUCIBILITY\rebuild_source\work\input\wp02\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\06_ENGINEERING_ANALYSIS\WP02_MASS_PROPERTY_REGISTER.csv,C:\STINGRAY_CPD_FINAL_01,428bfd782eb29a40ed3cd5923e085c2cfe88d92db2740b0918e97a3cb2e6ba11,4121,3,"[""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\11_BUILD_AND_REPRODUCIBILITY\\rebuild_source\\work\\input\\wp02\\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\\06_ENGINEERING_ANALYSIS\\WP02_MASS_PROPERTY_REGISTER.csv"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\11_BUILD_AND_REPRODUCIBILITY\\rebuild_source\\work\\input\\wp02\\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\\06_ENGINEERING_ANALYSIS\\WP02_MASS_PROPERTY_REGISTER.csv""]",LHL625D12,CSV_PART_NUMBER_REGISTER,Historical WP02 mass register names backup spring LHL625D12 and identifies vendor/override mass basis; not a measured incoming result.,HISTORICAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
WP02_OCCURRENCE_REGISTER.csv,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\11_BUILD_AND_REPRODUCIBILITY\rebuild_source\work\input\wp02\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\07_GEOMETRY_INTEGRITY\WP02_OCCURRENCE_REGISTER.csv,C:\STINGRAY_CPD_FINAL_01,9b435d62bb2a6ebfa17e33956660b7e8c4ce4c2fcb068a61936cea91bf6d3995,12343,3,"[""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\11_BUILD_AND_REPRODUCIBILITY\\rebuild_source\\work\\input\\wp02\\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\\07_GEOMETRY_INTEGRITY\\WP02_OCCURRENCE_REGISTER.csv"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\11_BUILD_AND_REPRODUCIBILITY\\rebuild_source\\work\\input\\wp02\\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\\07_GEOMETRY_INTEGRITY\\WP02_OCCURRENCE_REGISTER.csv""]",GS-19-50-V4A-B8-B8; HBD-15-25-AA-P; LHL 625D 12; LHL625D12; VSM-6-S16-PA,CSV_PART_NUMBER_REGISTER,Historical WP02 component occurrence register names exact Smalley and Lee Spring part numbers with material and geometry source classifications.,HISTORICAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
WP02_RETENTION_AND_ATTACHMENT_AUDIT.csv,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\11_BUILD_AND_REPRODUCIBILITY\rebuild_source\work\input\wp02\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\07_GEOMETRY_INTEGRITY\WP02_RETENTION_AND_ATTACHMENT_AUDIT.csv,C:\STINGRAY_CPD_FINAL_01,ef29aba965b70679eb0456ab1b2906ce94887d2722faeb06e43ec3b245b5be73,9750,3,"[""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\11_BUILD_AND_REPRODUCIBILITY\\rebuild_source\\work\\input\\wp02\\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\\07_GEOMETRY_INTEGRITY\\WP02_RETENTION_AND_ATTACHMENT_AUDIT.csv"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\11_BUILD_AND_REPRODUCIBILITY\\rebuild_source\\work\\input\\wp02\\STINGRAY_I5S_DF8_WP02_ARM_AND_POWERTRAIN\\07_GEOMETRY_INTEGRITY\\WP02_RETENTION_AND_ATTACHMENT_AUDIT.csv""]",LHL625D12; VSM-6-S16-PA,CSV_PART_NUMBER_REGISTER,Historical WP02 retention register names VSM-6-S16-PA and records retention role and structural-load limitations.,HISTORICAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
CPD_authoring_inventory_stowed.json,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\01_CAD_MASTERS\authoring_inventory_stowed.json,C:\STINGRAY_CPD_FINAL_01,67ae4314d128993d6ab0de761645717f704cbec47b14f33848999025a9f83765,1709783,5,"[""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\11_BUILD_AND_REPRODUCIBILITY\\rebuild_source\\work\\short14_external_buoy\\authoring_inventory_stowed.json"", ""C:\\STINGRAY_CPD_X03\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\01_CAD_MASTERS\\authoring_inventory_stowed.json"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\01_CAD_MASTERS\\authoring_inventory_stowed.json"", ""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\11_BUILD_AND_REPRODUCIBILITY\\rebuild_source\\work\\short14_external_buoy\\authoring_inventory_stowed.json""]",81121; DC-4SS; GS-19-50-V4A-B8-B8; HBD-15-25-AA-P; HDP-3-8-A1; HTP-3-30-A1; SSCA-M3-8-A4-BL; SSCF-M3-10-A4; SSCL-M4-8-A4; V80040; V95000XXB; V95000xxB,JSON_COMPONENT_REGISTER,"Structured part inventory records 13 BUY identities with manufacturer, URLs and specification notes. Deployed counterpart omitted because BUY identity/specification metadata is identical.",CURRENT DEVELOPMENTAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
HISTORICAL_R2_authoring_inventory_stowed.json,C:\STINGRAY_CPD_FINAL_01\STINGRAY_COMPLETE_PRODUCT_DEFINITION\11_BUILD_AND_REPRODUCIBILITY\rebuild_source\work\final_analysis\authoring_inventory_stowed.json,C:\STINGRAY_CPD_FINAL_01,e016bf3ddd4861e1c8f137b68e05bba7524431657abd37c991aabe6e714a80f3,1990376,2,"[""C:\\STINGRAY_CPD_X04\\STINGRAY_COMPLETE_PRODUCT_DEFINITION\\11_BUILD_AND_REPRODUCIBILITY\\rebuild_source\\work\\final_analysis\\authoring_inventory_stowed.json""]",81121; DC-4SS; GN-615.3-M3-KN-PFB; GS-19-50-V4A-B8-B8; HBD-15-25-AA-P; HDP-3-8-A1; HEC-10-A4; HTP-3-30-A1; SSCA-M3-8-A4-BL; SSCF-M3-10-A4; SSCF-M3-6-A4; SSCL-M4-8-A4; SSK-M3-6-A4-P80; V80040,JSON_COMPONENT_REGISTER,"Historical structured part inventory preserves additional vendor identities and specification notes including GN-615.3-M3-KN-PFB, HEC-10-A4, SSCF-M3-6-A4 and SSK-M3-6-A4-P80.",HISTORICAL,"Copied evidence only. Recorded vendor dates/statuses are source claims, not reverified in this consolidation. No qualification or release claim.",2026-09-10T02:59:37.829899+00:00,origin/engineering/stingray-context,8a63fd3c36866c1edffa245da06d8c7af2d90ee1,4093dbcf37fc4845cff49489ad6afa944681aa00
